V1,V2,V3,sci,common,kingdom,phylum,class,family,genus,header,order
Cluster 204,ENSMAMP00000015203_M,807,Mastacembelus armatus,spiny eel,Metazoa,Chordata,Actinopteri,Mastacembelidae,Mastacembelus,spiny eel,Synbranchiformes
Cluster 204,XP_026175949,807,Mastacembelus armatus,spiny eel,Metazoa,Chordata,Actinopteri,Mastacembelidae,Mastacembelus,spiny eel,Synbranchiformes
Cluster 205,XP_018539189,807,Lates calcarifer,giant perch,Metazoa,Chordata,Actinopteri,Centropomidae,Lates,giant perch,NA
Cluster 205,XP_018539189,807,Lates calcarifer,giant perch,Metazoa,Chordata,Actinopteri,Centropomidae,Lates,giant perch,NA
Cluster 205,XP_018539189,807,Lates calcarifer,giant perch,Metazoa,Chordata,Actinopteri,Centropomidae,Lates,giant perch,NA
Cluster 206,XP_029283581,807,Cottoperca gobio,NA,Metazoa,Chordata,Actinopteri,Bovichtidae,Cottoperca,Cottoperca gobio,Perciformes
Cluster 206,XP_029283581,807,Cottoperca gobio,NA,Metazoa,Chordata,Actinopteri,Bovichtidae,Cottoperca,Cottoperca gobio,Perciformes
Cluster 206,XP_029283581,807,Cottoperca gobio,NA,Metazoa,Chordata,Actinopteri,Bovichtidae,Cottoperca,Cottoperca gobio,Perciformes
Cluster 207,XP_029978918,807,Sphaeramia orbicularis,NA,Metazoa,Chordata,Actinopteri,Apogonidae,Sphaeramia,Sphaeramia orbicularis,Kurtiformes
Cluster 208,XP_020781598,807,Boleophthalmus pectinirostris,NA,Metazoa,Chordata,Actinopteri,Gobiidae,Boleophthalmus,Boleophthalmus pectinirostris,Gobiiformes
Cluster 208,XP_020781598,807,Boleophthalmus pectinirostris,NA,Metazoa,Chordata,Actinopteri,Gobiidae,Boleophthalmus,Boleophthalmus pectinirostris,Gobiiformes
Cluster 208,XP_020781598,807,Boleophthalmus pectinirostris,NA,Metazoa,Chordata,Actinopteri,Gobiidae,Boleophthalmus,Boleophthalmus pectinirostris,Gobiiformes
Cluster 209,QJF77811,807,Syconycteris australis,southern blossom bat,Metazoa,Chordata,Mammalia,Pteropodidae,Syconycteris,southern blossom bat,Chiroptera
Cluster 210,QJF77803,807,Myotis tricolor,Cape hairy bat,Metazoa,Chordata,Mammalia,Vespertilionidae,Myotis,Cape hairy bat,Chiroptera
Cluster 211,QJF77801,807,Myotis keaysi,hairy-legged myotis,Metazoa,Chordata,Mammalia,Vespertilionidae,Myotis,hairy-legged myotis,Chiroptera
Cluster 212,QJF77802,807,Myotis riparius,riparian myotis,Metazoa,Chordata,Mammalia,Vespertilionidae,Myotis,riparian myotis,Chiroptera
Cluster 213,QJF77791,807,Eptesicus brasiliensis,Brazilian brown bat,Metazoa,Chordata,Mammalia,Vespertilionidae,Eptesicus,Brazilian brown bat,Chiroptera
Cluster 214,QJF77795,807,Kerivoula pellucida,clear-winged woolly bat,Metazoa,Chordata,Mammalia,Vespertilionidae,Kerivoula,clear-winged woolly bat,Chiroptera
Cluster 215,QJF77789,807,Antrozous pallidus,pallid bat,Metazoa,Chordata,Mammalia,Vespertilionidae,Antrozous,pallid bat,Chiroptera
Cluster 216,QJF77815,807,Dobsonia viridis,greenish naked-backed fruit bat,Metazoa,Chordata,Mammalia,Pteropodidae,Dobsonia,greenish naked-backed fruit bat,Chiroptera
Cluster 217,QJF77840,807,Taphozous theobaldi,Theobald's tomb bat,Metazoa,Chordata,Mammalia,Emballonuridae,Taphozous,Theobald's tomb bat,Chiroptera
Cluster 218,QJF77809,807,Scotophilus dinganii,African yellow bat,Metazoa,Chordata,Mammalia,Vespertilionidae,Scotophilus,African yellow bat,Chiroptera
Cluster 219,QJF77806,807,Pteropus lylei,Lyle's flying fox,Metazoa,Chordata,Mammalia,Pteropodidae,Pteropus,Lyle's flying fox,Chiroptera
Cluster 220,QJF77804,807,Neoromicia nanus,Banana Pipistrelle,Metazoa,Chordata,Mammalia,Vespertilionidae,Neoromicia,Banana Pipistrelle,Chiroptera
Cluster 221,QJF77810,807,Scotophilus kuhlii,lesser Asiatic yellow bat,Metazoa,Chordata,Mammalia,Vespertilionidae,Scotophilus,lesser Asiatic yellow bat,Chiroptera
Cluster 222,QJF77841,807,Taphozous melanopogon,black-bearded tomb bat,Metazoa,Chordata,Mammalia,Emballonuridae,Taphozous,black-bearded tomb bat,Chiroptera
Cluster 223,QJF77816,807,Emballonura alecto,small Asian sheath-tailed bat,Metazoa,Chordata,Mammalia,Emballonuridae,Emballonura,small Asian sheath-tailed bat,Chiroptera
Cluster 224,QJF77807,807,Rhynchonycteris naso,proboscis bat,Metazoa,Chordata,Mammalia,Emballonuridae,Rhynchonycteris,proboscis bat,Chiroptera
Cluster 225,QJF77822,807,Artibeus lituratus,great fruit-eating bat,Metazoa,Chordata,Mammalia,Phyllostomidae,Artibeus,great fruit-eating bat,Chiroptera
Cluster 226,QJF77829,807,Chiroderma salvini,Salvin's big-eyed bat,Metazoa,Chordata,Mammalia,Phyllostomidae,Chiroderma,Salvin's big-eyed bat,Chiroptera
Cluster 227,QJF77823,807,Artibeus phaeotis,Pygmy Fruit-eating Bat,Metazoa,Chordata,Mammalia,Phyllostomidae,Artibeus,Pygmy Fruit-eating Bat,Chiroptera
Cluster 228,QJF77842,807,Uroderma bilobatum,tent-making bat,Metazoa,Chordata,Mammalia,Phyllostomidae,Uroderma,tent-making bat,Chiroptera
Cluster 229,QJF77821,807,Artibeus jamaicensis,Jamaican fruit-eating bat,Metazoa,Chordata,Mammalia,Phyllostomidae,Artibeus,Jamaican fruit-eating bat,Chiroptera
Cluster 230,QJF77824,807,Artibeus glaucus watsoni,NA,Metazoa,Chordata,Mammalia,Phyllostomidae,Artibeus,Artibeus glaucus watsoni,Chiroptera
Cluster 231,QJF77825,807,Balantiopteryx plicata,gray sac-winged bat,Metazoa,Chordata,Mammalia,Emballonuridae,Balantiopteryx,gray sac-winged bat,Chiroptera
Cluster 232,QJF77830,807,Chiroderma villosum,hairy big-eyed bat,Metazoa,Chordata,Mammalia,Phyllostomidae,Chiroderma,hairy big-eyed bat,Chiroptera
Cluster 233,QJF77831,807,Cynopterus sphinx,greater short-nosed fruit bat,Metazoa,Chordata,Mammalia,Pteropodidae,Cynopterus,greater short-nosed fruit bat,Chiroptera
Cluster 234,QJF77834,807,Platyrrhinus helleri,Heller's broad-nosed bat,Metazoa,Chordata,Mammalia,Phyllostomidae,Platyrrhinus,Heller's broad-nosed bat,Chiroptera
Cluster 235,QJF77827,807,Carollia castanea,chestnut short-tailed bat,Metazoa,Chordata,Mammalia,Phyllostomidae,Carollia,chestnut short-tailed bat,Chiroptera
Cluster 236,QJF77835,807,Platyrrhinus vittatus,greater broad-nosed bat,Metazoa,Chordata,Mammalia,Phyllostomidae,Platyrrhinus,greater broad-nosed bat,Chiroptera
Cluster 237,QJF77808,807,Saccopteryx bilineata,greater sac-winged bat,Metazoa,Chordata,Mammalia,Emballonuridae,Saccopteryx,greater sac-winged bat,Chiroptera
Cluster 238,QJF77794,807,Glossophaga soricina,Pallas's long-tongued bat,Metazoa,Chordata,Mammalia,Phyllostomidae,Glossophaga,Pallas's long-tongued bat,Chiroptera
Cluster 239,QJF77836,807,Rousettus leschenaultii,Leschenault's Rousette,Metazoa,Chordata,Mammalia,Pteropodidae,Rousettus,Leschenault's Rousette,Chiroptera
Cluster 240,QJF77792,807,Epomophorus wahlbergi,Wahlberg's epauletted fruit bat,Metazoa,Chordata,Mammalia,Pteropodidae,Epomophorus,Wahlberg's epauletted fruit bat,Chiroptera
Cluster 241,QJF77826,807,Coleura afra,African sheath-tailed bat,Metazoa,Chordata,Mammalia,Emballonuridae,Coleura,African sheath-tailed bat,Chiroptera
Cluster 242,QJF77828,807,Carollia perspicillata,Seba's short-tailed bat,Metazoa,Chordata,Mammalia,Phyllostomidae,Carollia,Seba's short-tailed bat,Chiroptera
Cluster 243,QJF77793,807,Glossophaga commissarisi,Commissaris's long-tongued bat,Metazoa,Chordata,Mammalia,Phyllostomidae,Glossophaga,Commissaris's long-tongued bat,Chiroptera
Cluster 244,QJF77813,807,Tylonycteris robustula,greater bamboo bat,Metazoa,Chordata,Mammalia,Vespertilionidae,Tylonycteris,greater bamboo bat,Chiroptera
Cluster 245,QJF77832,807,Artibeus hartii,velvety fruit-eating bat,Metazoa,Chordata,Mammalia,Phyllostomidae,Artibeus,velvety fruit-eating bat,Chiroptera
Cluster 246,QJF77797,807,Lonchophylla robusta,Orange Nectar Bat,Metazoa,Chordata,Mammalia,Phyllostomidae,Lonchophylla,Orange Nectar Bat,Chiroptera
Cluster 247,QJF77833,807,Hylonycteris underwoodi,Underwood's long-tongued bat,Metazoa,Chordata,Mammalia,Phyllostomidae,Hylonycteris,Underwood's long-tongued bat,Chiroptera
Cluster 248,QJF77819,807,Anoura cultrata,Handley's tailless bat,Metazoa,Chordata,Mammalia,Phyllostomidae,Anoura,Handley's tailless bat,Chiroptera
Cluster 249,QJF77805,807,Phyllostomus hastatus,greater spear-nosed bat,Metazoa,Chordata,Mammalia,Phyllostomidae,Phyllostomus,greater spear-nosed bat,Chiroptera
Cluster 250,QJF77814,807,Carollia sowelli,Sowell's Short-tailed Bat,Metazoa,Chordata,Mammalia,Phyllostomidae,Carollia,Sowell's Short-tailed Bat,Chiroptera
Cluster 251,QJF77820,807,Anoura geoffroyi,Geoffroy's tailless bat,Metazoa,Chordata,Mammalia,Phyllostomidae,Anoura,Geoffroy's tailless bat,Chiroptera
Cluster 252,QJF77839,807,Sturnira parvidens,NA,Metazoa,Chordata,Mammalia,Phyllostomidae,Sturnira,Sturnira parvidens,Chiroptera
Cluster 253,QJF77837,807,Sturnira hondurensis,NA,Metazoa,Chordata,Mammalia,Phyllostomidae,Sturnira,Sturnira hondurensis,Chiroptera
Cluster 254,QJF77798,807,Micronycteris hirsuta,hairy big-eared bat,Metazoa,Chordata,Mammalia,Phyllostomidae,Micronycteris,hairy big-eared bat,Chiroptera
Cluster 255,QJF77799,807,Micronycteris schmidtorum,Schmidts's big-eared bat,Metazoa,Chordata,Mammalia,Phyllostomidae,Micronycteris,Schmidts's big-eared bat,Chiroptera
Cluster 256,QJF77790,807,Centronycteris centralis,Thomas's Shaggy Bat,Metazoa,Chordata,Mammalia,Emballonuridae,Centronycteris,Thomas's Shaggy Bat,Chiroptera
Cluster 257,QJF77838,807,Sturnira ludovici,highland yellow-shouldered bat,Metazoa,Chordata,Mammalia,Phyllostomidae,Sturnira,highland yellow-shouldered bat,Chiroptera
Cluster 258,NA,807,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cluster 259,ENSMGAP00000015565_M,807,NA,NA,NA,NA,NA,NA,NA,ENSMGAP00000015565_M,NA
Cluster 260,ENSDNOP00000014740_D,807,Dasypus novemcinctus,long-nosed armadillo,Metazoa,Chordata,Mammalia,Dasypodidae,Dasypus,long-nosed armadillo,Cingulata
Cluster 261,ENSOGAP00000002954_O,807,Otolemur garnettii,small-eared galago,Metazoa,Chordata,Mammalia,Galagidae,Otolemur,small-eared galago,Primates
Cluster 262,ENSSDAP00000010526_S,807,NA,NA,NA,NA,NA,NA,NA,ENSSDAP00000010526_S,NA
Cluster 263,ENSMLUP00000016146_M,807,Myotis lucifugus,little brown bat,Metazoa,Chordata,Mammalia,Vespertilionidae,Myotis,little brown bat,Chiroptera
Cluster 264,XP_007500935,806,Monodelphis domestica,Gray Short-tailed Opossum,Metazoa,Chordata,Mammalia,Didelphidae,Monodelphis,Gray Short-tailed Opossum,Didelphimorphia
Cluster 264,XP_007500941,769,Monodelphis domestica,Gray Short-tailed Opossum,Metazoa,Chordata,Mammalia,Didelphidae,Monodelphis,Gray Short-tailed Opossum,Didelphimorphia
Cluster 264,XP_007500935,806,Monodelphis domestica,Gray Short-tailed Opossum,Metazoa,Chordata,Mammalia,Didelphidae,Monodelphis,Gray Short-tailed Opossum,Didelphimorphia
Cluster 264,ENSMODP00000021483_M,806,Monodelphis domestica,Gray Short-tailed Opossum,Metazoa,Chordata,Mammalia,Didelphidae,Monodelphis,Gray Short-tailed Opossum,Didelphimorphia
Cluster 264,XP_007500935,806,Monodelphis domestica,Gray Short-tailed Opossum,Metazoa,Chordata,Mammalia,Didelphidae,Monodelphis,Gray Short-tailed Opossum,Didelphimorphia
Cluster 265,XP_009992128,806,Chaetura pelagica,Vencejo de chimenea,Metazoa,Chordata,Aves,Apodidae,Chaetura,Vencejo de chimenea,Apodiformes
Cluster 265,XP_009992128,806,Chaetura pelagica,Vencejo de chimenea,Metazoa,Chordata,Aves,Apodidae,Chaetura,Vencejo de chimenea,Apodiformes
Cluster 265,XP_009992128,806,Chaetura pelagica,Vencejo de chimenea,Metazoa,Chordata,Aves,Apodidae,Chaetura,Vencejo de chimenea,Apodiformes
Cluster 266,XP_009638257,806,Egretta garzetta,Little Egret,Metazoa,Chordata,Aves,Ardeidae,Egretta,Little Egret,Pelecaniformes
Cluster 266,XP_009638257,806,Egretta garzetta,Little Egret,Metazoa,Chordata,Aves,Ardeidae,Egretta,Little Egret,Pelecaniformes
Cluster 266,XP_009638257,806,Egretta garzetta,Little Egret,Metazoa,Chordata,Aves,Ardeidae,Egretta,Little Egret,Pelecaniformes
Cluster 267,XP_009703695,806,Cariama cristata,Red-legged Seriema,Metazoa,Chordata,Aves,Cariamidae,Cariama,Red-legged Seriema,Cariamiformes
Cluster 267,XP_009703695,806,Cariama cristata,Red-legged Seriema,Metazoa,Chordata,Aves,Cariamidae,Cariama,Red-legged Seriema,Cariamiformes
Cluster 267,XP_009703695,806,Cariama cristata,Red-legged Seriema,Metazoa,Chordata,Aves,Cariamidae,Cariama,Red-legged Seriema,Cariamiformes
Cluster 268,KFW68094,806,Pygoscelis adeliae,Adelie Penguin,Metazoa,Chordata,Aves,Spheniscidae,Pygoscelis,Adelie Penguin,Sphenisciformes
Cluster 269,XP_001515597,806,Ornithorhynchus anatinus,duck-billed platypus,Metazoa,Chordata,Mammalia,Ornithorhynchidae,Ornithorhynchus,duck-billed platypus,Monotremata
Cluster 269,XP_001515597,806,Ornithorhynchus anatinus,duck-billed platypus,Metazoa,Chordata,Mammalia,Ornithorhynchidae,Ornithorhynchus,duck-billed platypus,Monotremata
Cluster 269,XP_001515597,806,Ornithorhynchus anatinus,duck-billed platypus,Metazoa,Chordata,Mammalia,Ornithorhynchidae,Ornithorhynchus,duck-billed platypus,Monotremata
Cluster 270,XP_027024524,806,Tachysurus fulvidraco,NA,Metazoa,Chordata,Actinopteri,Bagridae,Tachysurus,Tachysurus fulvidraco,Siluriformes
Cluster 270,XP_027024524,806,Tachysurus fulvidraco,NA,Metazoa,Chordata,Actinopteri,Bagridae,Tachysurus,Tachysurus fulvidraco,Siluriformes
Cluster 270,XP_027024524,806,Tachysurus fulvidraco,NA,Metazoa,Chordata,Actinopteri,Bagridae,Tachysurus,Tachysurus fulvidraco,Siluriformes
Cluster 271,XP_029904152,806,Myripristis murdjan,blacktipped soldierfish,Metazoa,Chordata,Actinopteri,Holocentridae,Myripristis,blacktipped soldierfish,Holocentriformes
Cluster 271,XP_029904152,806,Myripristis murdjan,blacktipped soldierfish,Metazoa,Chordata,Actinopteri,Holocentridae,Myripristis,blacktipped soldierfish,Holocentriformes
Cluster 271,XP_029904152,806,Myripristis murdjan,blacktipped soldierfish,Metazoa,Chordata,Actinopteri,Holocentridae,Myripristis,blacktipped soldierfish,Holocentriformes
Cluster 272,TWW67837,806,Takifugu flavidus,NA,Metazoa,Chordata,Actinopteri,Tetraodontidae,Takifugu,Takifugu flavidus,Tetraodontiformes
Cluster 273,XP_029702274,806,Takifugu rubripes,NA,Metazoa,Chordata,Actinopteri,Tetraodontidae,Takifugu,Takifugu rubripes,Tetraodontiformes
Cluster 273,XP_029702274,806,Takifugu rubripes,NA,Metazoa,Chordata,Actinopteri,Tetraodontidae,Takifugu,Takifugu rubripes,Tetraodontiformes
Cluster 273,XP_029702274,806,Takifugu rubripes,NA,Metazoa,Chordata,Actinopteri,Tetraodontidae,Takifugu,Takifugu rubripes,Tetraodontiformes
Cluster 274,XP_010790455,806,Notothenia coriiceps,NA,Metazoa,Chordata,Actinopteri,Nototheniidae,Notothenia,Notothenia coriiceps,Perciformes
Cluster 274,XP_010790455,806,Notothenia coriiceps,NA,Metazoa,Chordata,Actinopteri,Nototheniidae,Notothenia,Notothenia coriiceps,Perciformes
Cluster 274,XP_010790455,806,Notothenia coriiceps,NA,Metazoa,Chordata,Actinopteri,Nototheniidae,Notothenia,Notothenia coriiceps,Perciformes
Cluster 275,XP_019522936,806,Hipposideros armiger,great roundleaf bat,Metazoa,Chordata,Mammalia,Hipposideridae,Hipposideros,great roundleaf bat,Chiroptera
Cluster 275,XP_019522936,806,Hipposideros armiger,great roundleaf bat,Metazoa,Chordata,Mammalia,Hipposideridae,Hipposideros,great roundleaf bat,Chiroptera
Cluster 275,XP_019522936,806,Hipposideros armiger,great roundleaf bat,Metazoa,Chordata,Mammalia,Hipposideridae,Hipposideros,great roundleaf bat,Chiroptera
Cluster 276,XP_020493627,806,Labrus bergylta,ballan wrasse,Metazoa,Chordata,Actinopteri,Labridae,Labrus,ballan wrasse,Labriformes
Cluster 276,XP_020493627,806,Labrus bergylta,ballan wrasse,Metazoa,Chordata,Actinopteri,Labridae,Labrus,ballan wrasse,Labriformes
Cluster 276,XP_020493627,806,Labrus bergylta,ballan wrasse,Metazoa,Chordata,Actinopteri,Labridae,Labrus,ballan wrasse,Labriformes
Cluster 277,XP_026233431,806,Anabas testudineus,climbing perch,Metazoa,Chordata,Actinopteri,Anabantidae,Anabas,climbing perch,Anabantiformes
Cluster 277,XP_026233433,766,Anabas testudineus,climbing perch,Metazoa,Chordata,Actinopteri,Anabantidae,Anabas,climbing perch,Anabantiformes
Cluster 277,XP_026233431,806,Anabas testudineus,climbing perch,Metazoa,Chordata,Actinopteri,Anabantidae,Anabas,climbing perch,Anabantiformes
Cluster 277,XP_026233431,806,Anabas testudineus,climbing perch,Metazoa,Chordata,Actinopteri,Anabantidae,Anabas,climbing perch,Anabantiformes
Cluster 278,XP_027970822,806,Eumetopias jubatus,Steller Sea Lion,Metazoa,Chordata,Mammalia,Otariidae,Eumetopias,Steller Sea Lion,Carnivora
Cluster 278,XP_027970822,806,Eumetopias jubatus,Steller Sea Lion,Metazoa,Chordata,Mammalia,Otariidae,Eumetopias,Steller Sea Lion,Carnivora
Cluster 278,XP_027970822,806,Eumetopias jubatus,Steller Sea Lion,Metazoa,Chordata,Mammalia,Otariidae,Eumetopias,Steller Sea Lion,Carnivora
Cluster 279,XP_027465353,806,Zalophus californianus,California Sealion,Metazoa,Chordata,Mammalia,Otariidae,Zalophus,California Sealion,Carnivora
Cluster 279,XP_027465353,806,Zalophus californianus,California Sealion,Metazoa,Chordata,Mammalia,Otariidae,Zalophus,California Sealion,Carnivora
Cluster 279,XP_027465353,806,Zalophus californianus,California Sealion,Metazoa,Chordata,Mammalia,Otariidae,Zalophus,California Sealion,Carnivora
Cluster 280,XP_025713397,806,Callorhinus ursinus,Northern Fur Seal,Metazoa,Chordata,Mammalia,Otariidae,Callorhinus,Northern Fur Seal,Carnivora
Cluster 280,XP_025713397,806,Callorhinus ursinus,Northern Fur Seal,Metazoa,Chordata,Mammalia,Otariidae,Callorhinus,Northern Fur Seal,Carnivora
Cluster 280,XP_025713397,806,Callorhinus ursinus,Northern Fur Seal,Metazoa,Chordata,Mammalia,Otariidae,Callorhinus,Northern Fur Seal,Carnivora
Cluster 281,XP_031814825,806,Sarcophilus harrisii,Tasmanian Devil,Metazoa,Chordata,Mammalia,Dasyuridae,Sarcophilus,Tasmanian Devil,Dasyuromorphia
Cluster 281,XP_031814825,806,Sarcophilus harrisii,Tasmanian Devil,Metazoa,Chordata,Mammalia,Dasyuridae,Sarcophilus,Tasmanian Devil,Dasyuromorphia
Cluster 281,XP_031814825,806,Sarcophilus harrisii,Tasmanian Devil,Metazoa,Chordata,Mammalia,Dasyuridae,Sarcophilus,Tasmanian Devil,Dasyuromorphia
Cluster 282,TSY13820,806,Bagarius yarrelli,NA,Metazoa,Chordata,Actinopteri,Sisoridae,Bagarius,Bagarius yarrelli,Siluriformes
Cluster 283,XP_031226742,806,Mastomys coucha,Southern African Mastomys,Metazoa,Chordata,Mammalia,Muridae,Mastomys,Southern African Mastomys,Rodentia
Cluster 283,XP_031226742,806,Mastomys coucha,Southern African Mastomys,Metazoa,Chordata,Mammalia,Muridae,Mastomys,Southern African Mastomys,Rodentia
Cluster 283,XP_031226742,806,Mastomys coucha,Southern African Mastomys,Metazoa,Chordata,Mammalia,Muridae,Mastomys,Southern African Mastomys,Rodentia
Cluster 284,XP_034971718,806,Zootoca vivipara,NA,Metazoa,Chordata,Lepidosauria,Lacertidae,Zootoca,Zootoca vivipara,Squamata
Cluster 285,QJF77796,806,Aeorestes cinereus,NA,Metazoa,Chordata,Mammalia,Vespertilionidae,Aeorestes,Aeorestes cinereus,Chiroptera
Cluster 286,ENSDCDP00000020614_D,806,Denticeps clupeoides,NA,Metazoa,Chordata,Actinopteri,Denticipitidae,Denticeps,Denticeps clupeoides,Clupeiformes
Cluster 287,ENSPRNP00000023179_P,806,Parambassis ranga,Indian glassfish,Metazoa,Chordata,Actinopteri,Ambassidae,Parambassis,Indian glassfish,NA
Cluster 288,ENSTMTP00000003698_T,806,Terrapene carolina triunguis,Three-toed Box Turtle,Metazoa,Chordata,NA,Emydidae,Terrapene,Three-toed Box Turtle,Testudines
Cluster 289,ENSOANP00000004083_O,806,Ornithorhynchus anatinus,duck-billed platypus,Metazoa,Chordata,Mammalia,Ornithorhynchidae,Ornithorhynchus,duck-billed platypus,Monotremata
Cluster 290,ENSEEUP00000006099_E,806,NA,NA,NA,NA,NA,NA,NA,ENSEEUP00000006099_E,NA
Cluster 291,MT515621,806,Hipposideros pratti,Pratt's roundleaf bat,Metazoa,Chordata,Mammalia,Hipposideridae,Hipposideros,Pratt's roundleaf bat,Chiroptera
Cluster 292,BAJ21180,805,Synthetic construct,NA,NA,NA,NA,NA,NA,Synthetic construct,NA
Cluster 293,XP_013362428,805,Chinchilla lanigera,NA,Metazoa,Chordata,Mammalia,Chinchillidae,Chinchilla,Chinchilla lanigera,Rodentia
Cluster 293,XP_013362428,805,Chinchilla lanigera,Long-tailed Chinchilla,Metazoa,Chordata,Mammalia,Chinchillidae,Chinchilla,Long-tailed Chinchilla,Rodentia
Cluster 293,ENSCLAP00000001359_C,805,Chinchilla lanigera,Long-tailed Chinchilla,Metazoa,Chordata,Mammalia,Chinchillidae,Chinchilla,Long-tailed Chinchilla,Rodentia
Cluster 294,XP_004866157,805,Heterocephalus glaber,Naked Mole-rat,Metazoa,Chordata,Mammalia,Bathyergidae,Heterocephalus,Naked Mole-rat,Rodentia
Cluster 294,XP_004866157,805,Heterocephalus glaber,Naked Mole-rat,Metazoa,Chordata,Mammalia,Bathyergidae,Heterocephalus,Naked Mole-rat,Rodentia
Cluster 294,ENSHGLP00000000556_H,805,Heterocephalus glaber,Naked Mole-rat,Metazoa,Chordata,Mammalia,Bathyergidae,Heterocephalus,Naked Mole-rat,Rodentia
Cluster 294,XP_004866157,805,Heterocephalus glaber,Naked Mole-rat,Metazoa,Chordata,Mammalia,Bathyergidae,Heterocephalus,Naked Mole-rat,Rodentia
Cluster 295,XP_010643477,805,Fukomys damarensis,NA,Metazoa,Chordata,Mammalia,Bathyergidae,Fukomys,Fukomys damarensis,Rodentia
Cluster 295,XP_010643477,805,Fukomys damarensis,NA,Metazoa,Chordata,Mammalia,Bathyergidae,Fukomys,Fukomys damarensis,Rodentia
Cluster 295,ENSFDAP00000021134_F,805,Fukomys damarensis,NA,Metazoa,Chordata,Mammalia,Bathyergidae,Fukomys,Fukomys damarensis,Rodentia
Cluster 295,XP_010643477,805,Fukomys damarensis,NA,Metazoa,Chordata,Mammalia,Bathyergidae,Fukomys,Fukomys damarensis,Rodentia
Cluster 296,EHB15595,805,Heterocephalus glaber,Naked Mole-rat,Metazoa,Chordata,Mammalia,Bathyergidae,Heterocephalus,Naked Mole-rat,Rodentia
Cluster 296,ENSHGLP00100008795_H,805,NA,NA,NA,NA,NA,NA,NA,ENSHGLP00100008795_H,NA
Cluster 297,Q56NL1,805,Paguma larvata,Masked Palm Civet,Metazoa,Chordata,Mammalia,Viverridae,Paguma,Masked Palm Civet,Carnivora
